Problem:    f2_1
   892 Orderaround[B,3,A,2,U2]
                                   0            -1               
   893 Orderaround[B,3,A,2,U3]
                                  -1            -1               
   894 Orderaround[B,3,A,2,U4]
                                   0            -1               
   895 Orderaround[B,3,A,3,U1]
                                  -1            -1               
   896 Orderaround[B,3,A,3,U2]
                                  -1            -1               
   897 Orderaround[B,3,A,3,U3]
                                   0            -1               
   898 Orderaround[B,3,A,3,U4]
                                   0            -1               
   899 Orderaround[B,3,B,1,U1]
                                  -1            -1               
   900 Orderaround[B,3,B,1,U2]
                                   0            -1               
   901 Orderaround[B,3,B,1,U3]
                                  -1            -1               
   902 Orderaround[B,3,B,1,U4]
                                   0            -1               
   903 Orderaround[B,3,B,2,U1]
                                  -1            -1               
   904 Orderaround[B,3,B,2,U2]
                                   1            -1               
   905 Orderaround[B,3,B,2,U3]
                                   1            -1               
   906 Orderaround[B,3,B,2,U4]
                                   1            -1               
   907 Orderaround[B,3,B,4,U1]
                                  -1            -1               
   908 Orderaround[B,3,B,4,U2]
                                   1            -1               
   909 Orderaround[B,3,B,4,U3]
                                   1            -1               
   910 Orderaround[B,3,B,4,U4]
                                   1            -1               
   911 Orderaround[B,3,C,1,U1]
                                  -1            -1               
   912 Orderaround[B,3,C,1,U2]
                                  -1            -1               
   913 Orderaround[B,3,C,1,U3]
                                   0            -1               
   914 Orderaround[B,3,C,1,U4]
                                   0            -1               
   915 Orderaround[B,3,C,2,U1]
                                  -1            -1               
   916 Orderaround[B,3,C,2,U2]
                                   0            -1               
   917 Orderaround[B,3,C,2,U3]
                                  -1            -1               
   918 Orderaround[B,3,C,2,U4]
                                   0            -1               
   919 Orderaround[B,3,C,3,U1]
                                  -1            -1               
   920 Orderaround[B,3,C,3,U2]
                                  -1            -1               
   921 Orderaround[B,3,C,3,U3]
                                   0            -1               
   922 Orderaround[B,3,C,3,U4]
                                   0            -1               
   923 Orderaround[B,3,D,1,U1]
                                  -1            -1               
   924 Orderaround[B,3,D,1,U2]
                                   0            -1               
   925 Orderaround[B,3,D,1,U3]
                                   0            -1               
   926 Orderaround[B,3,D,1,U4]
                                  -1            -1               
   927 Orderaround[B,3,D,2,U1]
                                  -1            -1               
   928 Orderaround[B,3,D,2,U2]
                                   0            -1               
   929 Orderaround[B,3,D,2,U3]
                                   0            -1               
   930 Orderaround[B,3,D,2,U4]
                                  -1            -1               
   931 Orderaround[B,3,D,3,U1]
                                  -1            -1               
   932 Orderaround[B,3,D,3,U2]
                                   0            -1               
   933 Orderaround[B,3,D,3,U3]
                                   0            -1               
   934 Orderaround[B,3,D,3,U4]
                                  -1            -1               
   935 Orderaround[B,4,A,1,U1]
                                  -1            -1               
   936 Orderaround[B,4,A,1,U2]
                                   0            -1               
   937 Orderaround[B,4,A,1,U3]
                                   0            -1               
   938 Orderaround[B,4,A,1,U4]
                                  -1            -1               
   939 Orderaround[B,4,A,2,U1]
                                  -1            -1               
   940 Orderaround[B,4,A,2,U2]
                                   0            -1               
   941 Orderaround[B,4,A,2,U3]
                                  -1            -1               
   942 Orderaround[B,4,A,2,U4]
                                   0            -1               
   943 Orderaround[B,4,A,3,U1]
                                  -1            -1               
   944 Orderaround[B,4,A,3,U2]
                                  -1            -1               
   945 Orderaround[B,4,A,3,U3]
                                   0            -1               
   946 Orderaround[B,4,A,3,U4]
                                   0            -1               
   947 Orderaround[B,4,B,1,U1]
                                  -1            -1               
   948 Orderaround[B,4,B,1,U2]
                                   0            -1               
   949 Orderaround[B,4,B,1,U3]
                                  -1            -1               
   950 Orderaround[B,4,B,1,U4]
                                   0            -1               
   951 Orderaround[B,4,B,2,U1]
                                  -1            -1               
   952 Orderaround[B,4,B,2,U2]
                                   1            -1               
   953 Orderaround[B,4,B,2,U3]
                                   1            -1               
   954 Orderaround[B,4,B,2,U4]
                                   1            -1               
   955 Orderaround[B,4,B,3,U1]
                                  -1            -1               
   956 Orderaround[B,4,B,3,U2]
                                   1            -1               
   957 Orderaround[B,4,B,3,U3]
                                   1            -1               
   958 Orderaround[B,4,B,3,U4]
                                   1            -1               
   959 Orderaround[B,4,C,1,U1]
                                  -1            -1               
   960 Orderaround[B,4,C,1,U2]
                                  -1            -1               
   961 Orderaround[B,4,C,1,U3]
                                   0            -1               
   962 Orderaround[B,4,C,1,U4]
                                   0            -1               
   963 Orderaround[B,4,C,2,U1]
                                  -1            -1               
   964 Orderaround[B,4,C,2,U2]
                                   0            -1               
   965 Orderaround[B,4,C,2,U3]
                                  -1            -1               
   966 Orderaround[B,4,C,2,U4]
                                   0            -1               
   967 Orderaround[B,4,C,3,U1]
                                  -1            -1               
   968 Orderaround[B,4,C,3,U2]
                                  -1            -1               
   969 Orderaround[B,4,C,3,U3]
                                   0            -1               
   970 Orderaround[B,4,C,3,U4]
                                   0            -1               
   971 Orderaround[B,4,D,1,U1]
                                  -1            -1               
   972 Orderaround[B,4,D,1,U2]
                                   0            -1               
   973 Orderaround[B,4,D,1,U3]
                                   0            -1               
   974 Orderaround[B,4,D,1,U4]
                                  -1            -1               
   975 Orderaround[B,4,D,2,U1]
                                  -1            -1               
   976 Orderaround[B,4,D,2,U2]
                                   0            -1               
   977 Orderaround[B,4,D,2,U3]
                                   0            -1               
   978 Orderaround[B,4,D,2,U4]
                                  -1            -1               
   979 Orderaround[B,4,D,3,U1]
                                  -1            -1               
   980 Orderaround[B,4,D,3,U2]
                                   0            -1               
   981 Orderaround[B,4,D,3,U3]
                                   0            -1               
   982 Orderaround[B,4,D,3,U4]
                                  -1            -1               
   983 Orderaround[C,1,A,1,U1]
                                   0            -1               
   984 Orderaround[C,1,A,1,U2]
                                  -1            -1               
   985 Orderaround[C,1,A,1,U3]
                                   0            -1               
   986 Orderaround[C,1,A,1,U4]
                                  -1            -1               
   987 Orderaround[C,1,A,2,U1]
                                   0            -1               
   988 Orderaround[C,1,A,2,U2]
                                  -1            -1               
   989 Orderaround[C,1,A,2,U3]
                                  -1            -1               
   990 Orderaround[C,1,A,2,U4]
                                   0            -1               
   991 Orderaround[C,1,A,3,U1]
                                   1            -1               
   992 Orderaround[C,1,A,3,U2]
                                  -1            -1               
   993 Orderaround[C,1,A,3,U3]
                                   1            -1               
   994 Orderaround[C,1,A,3,U4]
                                   1            -1               
   995 Orderaround[C,1,B,1,U1]
                                   0            -1               
   996 Orderaround[C,1,B,1,U2]
                                  -1            -1               
   997 Orderaround[C,1,B,1,U3]
                                  -1            -1               
   998 Orderaround[C,1,B,1,U4]
                                   0            -1               
   999 Orderaround[C,1,B,2,U1]
                                  -1            -1               
  1000 Orderaround[C,1,B,2,U2]
                                  -1            -1               
  1001 Orderaround[C,1,B,2,U3]
                                   0            -1               
  1002 Orderaround[C,1,B,2,U4]
                                   0            -1               
  1003 Orderaround[C,1,B,3,U1]
                                  -1            -1               
  1004 Orderaround[C,1,B,3,U2]
                                  -1            -1               
  1005 Orderaround[C,1,B,3,U3]
                                   0            -1               
  1006 Orderaround[C,1,B,3,U4]
                                   0            -1               
  1007 Orderaround[C,1,B,4,U1]
                                  -1            -1               
  1008 Orderaround[C,1,B,4,U2]
                                  -1            -1               
  1009 Orderaround[C,1,B,4,U3]
                                   0            -1               
  1010 Orderaround[C,1,B,4,U4]
                                   0            -1               
  1011 Orderaround[C,1,C,2,U1]
                                   0            -1               
  1012 Orderaround[C,1,C,2,U2]
                                  -1            -1               
  1013 Orderaround[C,1,C,2,U3]
                                  -1            -1               
  1014 Orderaround[C,1,C,2,U4]
                                   0            -1               
  1015 Orderaround[C,1,C,3,U1]
                                   1            -1               
  1016 Orderaround[C,1,C,3,U2]
                                  -1            -1               
  1017 Orderaround[C,1,C,3,U3]
                                   1            -1               
  1018 Orderaround[C,1,C,3,U4]
                                   1            -1               
  1019 Orderaround[C,1,D,1,U1]
                                   0            -1               
  1020 Orderaround[C,1,D,1,U2]
                                  -1            -1               
  1021 Orderaround[C,1,D,1,U3]
                                   0            -1               
  1022 Orderaround[C,1,D,1,U4]
                                  -1            -1               
  1023 Orderaround[C,1,D,2,U1]
                                   0            -1               
  1024 Orderaround[C,1,D,2,U2]
                                  -1            -1               
  1025 Orderaround[C,1,D,2,U3]
                                   0            -1               
  1026 Orderaround[C,1,D,2,U4]
                                  -1            -1               
  1027 Orderaround[C,1,D,3,U1]
                                   0            -1               
  1028 Orderaround[C,1,D,3,U2]
                                  -1            -1               
  1029 Orderaround[C,1,D,3,U3]
                                   0            -1               
  1030 Orderaround[C,1,D,3,U4]
                                  -1            -1               
  1031 Orderaround[C,2,A,1,U1]
                                   0            -1               
  1032 Orderaround[C,2,A,1,U2]
                                   0            -1               
  1033 Orderaround[C,2,A,1,U3]
                                  -1            -1               
  1034 Orderaround[C,2,A,1,U4]
                                  -1            -1               
  1035 Orderaround[C,2,A,2,U1]
                                   1            -1               
  1036 Orderaround[C,2,A,2,U2]
                                   1            -1               
  1037 Orderaround[C,2,A,2,U3]
                                  -1            -1               
  1038 Orderaround[C,2,A,2,U4]
                                   1            -1               
  1039 Orderaround[C,2,A,3,U1]
                                   0            -1               
  1040 Orderaround[C,2,A,3,U2]
                                  -1            -1               
  1041 Orderaround[C,2,A,3,U3]
                                  -1            -1               
  1042 Orderaround[C,2,A,3,U4]
                                   0            -1               
  1043 Orderaround[C,2,B,1,U1]
                                   1            -1               
  1044 Orderaround[C,2,B,1,U2]
                                   1            -1               
  1045 Orderaround[C,2,B,1,U3]
                                  -1            -1               
  1046 Orderaround[C,2,B,1,U4]
                                   1            -1               
  1047 Orderaround[C,2,B,2,U1]
                                  -1            -1               
  1048 Orderaround[C,2,B,2,U2]
                                   0            -1               
  1049 Orderaround[C,2,B,2,U3]
                                  -1            -1               
  1050 Orderaround[C,2,B,2,U4]
                                   0            -1               
  1051 Orderaround[C,2,B,3,U1]
                                  -1            -1               
  1052 Orderaround[C,2,B,3,U2]
                                   0            -1               
  1053 Orderaround[C,2,B,3,U3]
                                  -1            -1               
  1054 Orderaround[C,2,B,3,U4]
                                   0            -1               
  1055 Orderaround[C,2,B,4,U1]
                                  -1            -1               
  1056 Orderaround[C,2,B,4,U2]
                                   0            -1               
  1057 Orderaround[C,2,B,4,U3]
                                  -1            -1               
  1058 Orderaround[C,2,B,4,U4]
                                   0            -1               
  1059 Orderaround[C,2,C,1,U1]
                                   0            -1               
  1060 Orderaround[C,2,C,1,U2]
                                  -1            -1               
  1061 Orderaround[C,2,C,1,U3]
                                  -1            -1               
  1062 Orderaround[C,2,C,1,U4]
                                   0            -1               
  1063 Orderaround[C,2,C,3,U1]
                                   0            -1               
  1064 Orderaround[C,2,C,3,U2]
                                  -1            -1               
  1065 Orderaround[C,2,C,3,U3]
                                  -1            -1               
  1066 Orderaround[C,2,C,3,U4]
                                   0            -1               
  1067 Orderaround[C,2,D,1,U1]
                                   0            -1               
  1068 Orderaround[C,2,D,1,U2]
                                   0            -1               
  1069 Orderaround[C,2,D,1,U3]
                                  -1            -1               
  1070 Orderaround[C,2,D,1,U4]
                                  -1            -1               
  1071 Orderaround[C,2,D,2,U1]
                                   0            -1               
  1072 Orderaround[C,2,D,2,U2]
                                   0            -1               
  1073 Orderaround[C,2,D,2,U3]
                                  -1            -1               
  1074 Orderaround[C,2,D,2,U4]
                                  -1            -1               
  1075 Orderaround[C,2,D,3,U1]
                                   0            -1               
  1076 Orderaround[C,2,D,3,U2]
                                   0            -1               
  1077 Orderaround[C,2,D,3,U3]
                                  -1            -1               
  1078 Orderaround[C,2,D,3,U4]
                                  -1            -1               
  1079 Orderaround[C,3,A,1,U1]
                                   1            -1               
  1080 Orderaround[C,3,A,1,U2]
                                   0            -1               
  1081 Orderaround[C,3,A,1,U3]
                                   1            -1               
  1082 Orderaround[C,3,A,1,U4]
                                   0            -1               
  1083 Orderaround[C,3,A,2,U1]
                                   0            -1               
  1084 Orderaround[C,3,A,2,U2]
                                  -1            -1               
  1085 Orderaround[C,3,A,2,U3]
                                  -1            -1               
  1086 Orderaround[C,3,A,2,U4]
                                   0            -1               
  1087 Orderaround[C,3,A,3,U1]
                                   1            -1               
  1088 Orderaround[C,3,A,3,U2]
                                  -1            -1               
  1089 Orderaround[C,3,A,3,U3]
                                   1            -1               
  1090 Orderaround[C,3,A,3,U4]
                                   1            -1               
  1091 Orderaround[C,3,B,1,U1]
                                   0            -1               
  1092 Orderaround[C,3,B,1,U2]
                                  -1            -1               
  1093 Orderaround[C,3,B,1,U3]
                                  -1            -1               
  1094 Orderaround[C,3,B,1,U4]
                                   0            -1               
  1095 Orderaround[C,3,B,2,U1]
                                  -1            -1               
  1096 Orderaround[C,3,B,2,U2]
                                  -1            -1               
  1097 Orderaround[C,3,B,2,U3]
                                   0            -1               
  1098 Orderaround[C,3,B,2,U4]
                                   0            -1               
  1099 Orderaround[C,3,B,3,U1]
                                  -1            -1               
  1100 Orderaround[C,3,B,3,U2]
                                  -1            -1               
  1101 Orderaround[C,3,B,3,U3]
                                   0            -1               
  1102 Orderaround[C,3,B,3,U4]
                                   0            -1               
  1103 Orderaround[C,3,B,4,U1]
                                  -1            -1               
  1104 Orderaround[C,3,B,4,U2]
                                  -1            -1               
  1105 Orderaround[C,3,B,4,U3]
                                   0            -1               
  1106 Orderaround[C,3,B,4,U4]
                                   0            -1               
  1107 Orderaround[C,3,C,1,U1]
                                   1            -1               
  1108 Orderaround[C,3,C,1,U2]
                                  -1            -1               
  1109 Orderaround[C,3,C,1,U3]
                                   1            -1               
  1110 Orderaround[C,3,C,1,U4]
                                   1            -1               
  1111 Orderaround[C,3,C,2,U1]
                                   0            -1               
  1112 Orderaround[C,3,C,2,U2]
                                  -1            -1               
  1113 Orderaround[C,3,C,2,U3]
                                  -1            -1               
  1114 Orderaround[C,3,C,2,U4]
                                   0            -1               
  1115 Orderaround[C,3,D,1,U1]
                                   1            -1               
  1116 Orderaround[C,3,D,1,U2]
                                   0            -1               
  1117 Orderaround[C,3,D,1,U3]
                                   1            -1               
  1118 Orderaround[C,3,D,1,U4]
                                   0            -1               
  1119 Orderaround[C,3,D,2,U1]
                                   0            -1               
  1120 Orderaround[C,3,D,2,U2]
                                  -1            -1               
  1121 Orderaround[C,3,D,2,U3]
                                   0            -1               
  1122 Orderaround[C,3,D,2,U4]
                                  -1            -1               
  1123 Orderaround[C,3,D,3,U1]
                                   0            -1               
  1124 Orderaround[C,3,D,3,U2]
                                  -1            -1               
  1125 Orderaround[C,3,D,3,U3]
                                   0            -1               
  1126 Orderaround[C,3,D,3,U4]
                                  -1            -1               
  1127 Orderaround[D,1,A,1,U1]
                                   1            -1               
  1128 Orderaround[D,1,A,1,U2]
                                   1            -1               
  1129 Orderaround[D,1,A,1,U3]
                                   1            -1               
  1130 Orderaround[D,1,A,1,U4]
                                  -1            -1               
  1131 Orderaround[D,1,A,2,U1]
                                   0            -1               
  1132 Orderaround[D,1,A,2,U2]
                                   0            -1               
  1133 Orderaround[D,1,A,2,U3]
                                  -1            -1               
  1134 Orderaround[D,1,A,2,U4]
                                  -1            -1               
  1135 Orderaround[D,1,A,3,U1]
                                   0            -1               
  1136 Orderaround[D,1,A,3,U2]
                                  -1            -1               
  1137 Orderaround[D,1,A,3,U3]
                                   0            -1               
  1138 Orderaround[D,1,A,3,U4]
                                  -1            -1               
  1139 Orderaround[D,1,B,1,U1]
                                   0            -1               
  1140 Orderaround[D,1,B,1,U2]
                                   0            -1               
  1141 Orderaround[D,1,B,1,U3]
                                  -1            -1               
  1142 Orderaround[D,1,B,1,U4]
                                  -1            -1               
  1143 Orderaround[D,1,B,2,U1]
                                  -1            -1               
  1144 Orderaround[D,1,B,2,U2]
                                   0            -1               
  1145 Orderaround[D,1,B,2,U3]
                                   0            -1               
  1146 Orderaround[D,1,B,2,U4]
                                  -1            -1               
  1147 Orderaround[D,1,B,3,U1]
                                  -1            -1               
  1148 Orderaround[D,1,B,3,U2]
                                   0            -1               
  1149 Orderaround[D,1,B,3,U3]
                                   0            -1               
  1150 Orderaround[D,1,B,3,U4]
                                  -1            -1               
  1151 Orderaround[D,1,B,4,U1]
                                  -1            -1               
  1152 Orderaround[D,1,B,4,U2]
                                   0            -1               
  1153 Orderaround[D,1,B,4,U3]
                                   0            -1               
  1154 Orderaround[D,1,B,4,U4]
                                  -1            -1               
  1155 Orderaround[D,1,C,1,U1]
                                   0            -1               
  1156 Orderaround[D,1,C,1,U2]
                                  -1            -1               
  1157 Orderaround[D,1,C,1,U3]
                                   0            -1               
  1158 Orderaround[D,1,C,1,U4]
                                  -1            -1               
  1159 Orderaround[D,1,C,2,U1]
                                   0            -1               
  1160 Orderaround[D,1,C,2,U2]
                                   0            -1               
  1161 Orderaround[D,1,C,2,U3]
                                  -1            -1               
  1162 Orderaround[D,1,C,2,U4]
                                  -1            -1               
  1163 Orderaround[D,1,C,3,U1]
                                   1            -1               
  1164 Orderaround[D,1,C,3,U2]
                                   0            -1               
  1165 Orderaround[D,1,C,3,U3]
                                   1            -1               
  1166 Orderaround[D,1,C,3,U4]
                                   0            -1               
  1167 Orderaround[D,1,D,2,U1]
                                   1            -1               
  1168 Orderaround[D,1,D,2,U2]
                                   1            -1               
  1169 Orderaround[D,1,D,2,U3]
                                   1            -1               
  1170 Orderaround[D,1,D,2,U4]
                                  -1            -1               
  1171 Orderaround[D,1,D,3,U1]
                                   1            -1               
  1172 Orderaround[D,1,D,3,U2]
                                   1            -1               
  1173 Orderaround[D,1,D,3,U3]
                                   1            -1               
  1174 Orderaround[D,1,D,3,U4]
                                  -1            -1               
  1175 Orderaround[D,2,A,1,U1]
                                   1            -1               
  1176 Orderaround[D,2,A,1,U2]
                                   1            -1               
  1177 Orderaround[D,2,A,1,U3]
                                   1            -1               
  1178 Orderaround[D,2,A,1,U4]
                                  -1            -1               
  1179 Orderaround[D,2,A,2,U1]
                                   0            -1               
  1180 Orderaround[D,2,A,2,U2]
                                   0            -1               
  1181 Orderaround[D,2,A,2,U3]
                                  -1            -1               
  1182 Orderaround[D,2,A,2,U4]
                                  -1            -1               
  1183 Orderaround[D,2,A,3,U1]
                                   0            -1               
  1184 Orderaround[D,2,A,3,U2]
                                  -1            -1               
  1185 Orderaround[D,2,A,3,U3]
                                   0            -1               
  1186 Orderaround[D,2,A,3,U4]
                                  -1            -1               
  1187 Orderaround[D,2,B,1,U1]
                                   0            -1               
  1188 Orderaround[D,2,B,1,U2]
                                   0            -1               
  1189 Orderaround[D,2,B,1,U3]
                                  -1            -1               
  1190 Orderaround[D,2,B,1,U4]
                                  -1            -1               
  1191 Orderaround[D,2,B,2,U1]
                                  -1            -1               
  1192 Orderaround[D,2,B,2,U2]
                                   0            -1               
  1193 Orderaround[D,2,B,2,U3]
                                   0            -1               
  1194 Orderaround[D,2,B,2,U4]
                                  -1            -1               
  1195 Orderaround[D,2,B,3,U1]
                                  -1            -1               
  1196 Orderaround[D,2,B,3,U2]
                                   0            -1               
  1197 Orderaround[D,2,B,3,U3]
                                   0            -1               
  1198 Orderaround[D,2,B,3,U4]
                                  -1            -1               
  1199 Orderaround[D,2,B,4,U1]
                                  -1            -1               
  1200 Orderaround[D,2,B,4,U2]
                                   0            -1               
  1201 Orderaround[D,2,B,4,U3]
                                   0            -1               
  1202 Orderaround[D,2,B,4,U4]
                                  -1            -1               
  1203 Orderaround[D,2,C,1,U1]
                                   0            -1               
  1204 Orderaround[D,2,C,1,U2]
                                  -1            -1               
  1205 Orderaround[D,2,C,1,U3]
                                   0            -1               
  1206 Orderaround[D,2,C,1,U4]
                                  -1            -1               
  1207 Orderaround[D,2,C,2,U1]
                                   0            -1               
  1208 Orderaround[D,2,C,2,U2]
                                   0            -1               
  1209 Orderaround[D,2,C,2,U3]
                                  -1            -1               
  1210 Orderaround[D,2,C,2,U4]
                                  -1            -1               
  1211 Orderaround[D,2,C,3,U1]
                                   0            -1               
  1212 Orderaround[D,2,C,3,U2]
                                  -1            -1               
  1213 Orderaround[D,2,C,3,U3]
                                   0            -1               
  1214 Orderaround[D,2,C,3,U4]
                                  -1            -1               
  1215 Orderaround[D,2,D,1,U1]
                                   1            -1               
  1216 Orderaround[D,2,D,1,U2]
                                   1            -1               
  1217 Orderaround[D,2,D,1,U3]
                                   1            -1               
  1218 Orderaround[D,2,D,1,U4]
                                  -1            -1               
  1219 Orderaround[D,2,D,3,U1]
                                   1            -1               
  1220 Orderaround[D,2,D,3,U2]
                                   1            -1               
  1221 Orderaround[D,2,D,3,U3]
                                   1            -1               
  1222 Orderaround[D,2,D,3,U4]
                                  -1            -1               
  1223 Orderaround[D,3,A,1,U1]
                                   1            -1               
  1224 Orderaround[D,3,A,1,U2]
                                   1            -1               
  1225 Orderaround[D,3,A,1,U3]
                                   1            -1               
  1226 Orderaround[D,3,A,1,U4]
                                  -1            -1               
  1227 Orderaround[D,3,A,2,U1]
                                   0            -1               
  1228 Orderaround[D,3,A,2,U2]
                                   0            -1               
  1229 Orderaround[D,3,A,2,U3]
                                  -1            -1               
  1230 Orderaround[D,3,A,2,U4]
                                  -1            -1               
  1231 Orderaround[D,3,A,3,U1]
                                   1            -1               
  1232 Orderaround[D,3,A,3,U2]
                                   0            -1               
  1233 Orderaround[D,3,A,3,U3]
                                   1            -1               
  1234 Orderaround[D,3,A,3,U4]
                                   0            -1               
  1235 Orderaround[D,3,B,1,U1]
                                   0            -1               
  1236 Orderaround[D,3,B,1,U2]
                                   0            -1               
  1237 Orderaround[D,3,B,1,U3]
                                  -1            -1               
  1238 Orderaround[D,3,B,1,U4]
                                  -1            -1               
  1239 Orderaround[D,3,B,2,U1]
                                  -1            -1               
  1240 Orderaround[D,3,B,2,U2]
                                   0            -1               
  1241 Orderaround[D,3,B,2,U3]
                                   0            -1               
  1242 Orderaround[D,3,B,2,U4]
                                  -1            -1               
  1243 Orderaround[D,3,B,3,U1]
                                  -1            -1               
  1244 Orderaround[D,3,B,3,U2]
                                   0            -1               
  1245 Orderaround[D,3,B,3,U3]
                                   0            -1               
  1246 Orderaround[D,3,B,3,U4]
                                  -1            -1               
  1247 Orderaround[D,3,B,4,U1]
                                  -1            -1               
  1248 Orderaround[D,3,B,4,U2]
                                   0            -1               
  1249 Orderaround[D,3,B,4,U3]
                                   0            -1               
  1250 Orderaround[D,3,B,4,U4]
                                  -1            -1               
  1251 Orderaround[D,3,C,1,U1]
                                   0            -1               
  1252 Orderaround[D,3,C,1,U2]
                                  -1            -1               
  1253 Orderaround[D,3,C,1,U3]
                                   0            -1               
  1254 Orderaround[D,3,C,1,U4]
                                  -1            -1               
  1255 Orderaround[D,3,C,2,U1]
                                   0            -1               
  1256 Orderaround[D,3,C,2,U2]
                                   0            -1               
  1257 Orderaround[D,3,C,2,U3]
                                  -1            -1               
  1258 Orderaround[D,3,C,2,U4]
                                  -1            -1               
  1259 Orderaround[D,3,C,3,U1]
                                   0            -1               
  1260 Orderaround[D,3,C,3,U2]
                                  -1            -1               
  1261 Orderaround[D,3,C,3,U3]
                                   0            -1               
  1262 Orderaround[D,3,C,3,U4]
                                  -1            -1               
  1263 Orderaround[D,3,D,1,U1]
                                   1            -1               
  1264 Orderaround[D,3,D,1,U2]
                                   1            -1               
  1265 Orderaround[D,3,D,1,U3]
                                   1            -1               
  1266 Orderaround[D,3,D,1,U4]
                                  -1            -1               
  1267 Orderaround[D,3,D,2,U1]
                                   1            -1               
  1268 Orderaround[D,3,D,2,U2]
                                   1            -1               
  1269 Orderaround[D,3,D,2,U3]
                                   1            -1               
  1270 Orderaround[D,3,D,2,U4]
                                  -1            -1               
  1271 egyTaskotegyUnitba[A,1]
                                   1             1             = 
  1272 egyTaskotegyUnitba[A,2]
                                   1             1             = 
  1273 egyTaskotegyUnitba[A,3]
                                   1             1             = 
  1274 egyTaskotegyUnitba[B,1]
                                   1             1             = 
  1275 egyTaskotegyUnitba[B,2]
                                   1             1             = 
  1276 egyTaskotegyUnitba[B,3]
                                   1             1             = 
  1277 egyTaskotegyUnitba[B,4]
                                   1             1             = 
  1278 egyTaskotegyUnitba[C,1]
                                   1             1             = 
  1279 egyTaskotegyUnitba[C,2]
                                   1             1             = 
  1280 egyTaskotegyUnitba[C,3]
                                   1             1             = 
  1281 egyTaskotegyUnitba[D,1]
                                   1             1             = 
  1282 egyTaskotegyUnitba[D,2]
                                   1             1             = 
  1283 egyTaskotegyUnitba[D,3]
                                   1             1             = 
  1284 Makespanconstraint[A,1]
                                  30            -0               
  1285 Makespanconstraint[A,2]
                                   6            -0               
  1286 Makespanconstraint[A,3]
                                   0            -0               
  1287 Makespanconstraint[B,1]
                                  34            -0               
  1288 Makespanconstraint[B,2]
                                  16            -0               
  1289 Makespanconstraint[B,3]
                                  12            -0               
  1290 Makespanconstraint[B,4]
                                   0            -0               
  1291 Makespanconstraint[C,1]
                                  34            -0               
  1292 Makespanconstraint[C,2]
                                  26            -0               
  1293 Makespanconstraint[C,3]
                                   6            -0               
  1294 Makespanconstraint[D,1]
                                  25            -0               
  1295 Makespanconstraint[D,2]
                                   7            -0               
  1296 Makespanconstraint[D,3]
                                   0            -0               
  1297 Makespan                   43                             

   No. Column name       Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 stime[A,1]                  0             0               
     2 stime[A,2]                 29             0               
     3 stime[A,3]                 37             0               
     4 stime[B,1]                  0             0               
     5 stime[B,2]                  9             0               
     6 stime[B,3]                 27             0               
     7 stime[B,4]                 31             0               
     8 stime[C,1]                  0             0               
     9 stime[C,2]                  9             0               
    10 stime[C,3]                 17             0               
    11 stime[D,1]                 13             0               
    12 stime[D,2]                 18             0               
    13 stime[D,3]                 36             0               
    14 ctime[A,1]                 13             0               
    15 ctime[A,2]                 37             0               
    16 ctime[A,3]                 43             0               
    17 ctime[B,1]                  9             0               
    18 ctime[B,2]                 27             0               
    19 ctime[B,3]                 31             0               
    20 ctime[B,4]                 43             0               
    21 ctime[C,1]                  9             0               
    22 ctime[C,2]                 17             0               
    23 ctime[C,3]                 37             0               
    24 ctime[D,1]                 18             0               
    25 ctime[D,2]                 36             0               
    26 ctime[D,3]                 43             0               
    27 choose[A,1,U1]
                    *              0             0             1 
    28 choose[A,1,U2]
                    *              0             0             1 
    29 choose[A,1,U3]
                    *              0             0             1 
    30 choose[A,1,U4]
                    *              1             0             1 
    31 choose[A,2,U1]
                    *              0             0             1 
    32 choose[A,2,U2]
                    *              0             0             1 
    33 choose[A,2,U3]
                    *              1             0             1 
    34 choose[A,2,U4]
                    *              0             0             1 
    35 choose[A,3,U1]
                    *              0             0             1 
    36 choose[A,3,U2]
                    *              1             0             1 
    37 choose[A,3,U3]
                    *              0             0             1 
    38 choose[A,3,U4]
                    *              0             0             1 
    39 choose[B,1,U1]
                    *              0             0             1 
    40 choose[B,1,U2]
                    *              0             0             1 
    41 choose[B,1,U3]
                    *              1             0             1 
    42 choose[B,1,U4]
                    *              0             0             1 
    43 choose[B,2,U1]
                    *              1             0             1 
    44 choose[B,2,U2]
                    *              0             0             1 
    45 choose[B,2,U3]
                    *              0             0             1 
    46 choose[B,2,U4]
                    *              0             0             1 
    47 choose[B,3,U1]
                    *              1             0             1 
    48 choose[B,3,U2]
                    *              0             0             1 
    49 choose[B,3,U3]
                    *              0             0             1 
    50 choose[B,3,U4]
                    *              0             0             1 
    51 choose[B,4,U1]
                    *              1             0             1 
    52 choose[B,4,U2]
                    *              0             0             1 
    53 choose[B,4,U3]
                    *              0             0             1 
    54 choose[B,4,U4]
                    *              0             0             1 
    55 choose[C,1,U1]
                    *              0             0             1 
    56 choose[C,1,U2]
                    *              1             0             1 
    57 choose[C,1,U3]
                    *              0             0             1 
    58 choose[C,1,U4]
                    *              0             0             1 
    59 choose[C,2,U1]
                    *              0             0             1 
    60 choose[C,2,U2]
                    *              0             0             1 
    61 choose[C,2,U3]
                    *              1             0             1 
    62 choose[C,2,U4]
                    *              0             0             1 
